study_id,study_title,species,analysis_type,number_of_samples,submission_date,release_date,institute,license,license_url,revision_comment,revision_datetime,revision_no,study_url,version
ST001368,Malnutrition and Liver Metabolomics Intervention (part-II),Mus musculus,LC-MS,32,2020-04-28,2020-08-03,University of British Columbia,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001369,Grass pollen sublingual immunotherapy treatment induces transcriptomic and metabolic changes due to AIT treatment,Homo sapiens,GC-MS/LC-MS,44,2020-03-27,2020-09-29,Institute of Applied Molecular Medicine;The Centre of Metabolomics and Bioanalysis,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001370,Metabolomic profiling of Canadian species of Alternaria,Alternaria sp.,LC-MS,338,2020-04-27,2020-06-01,Agriculture and Agri-Food Canada,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001371,Untargeted metabolomics of Quercus ilex acorns,Quercus ilex,LC-MS,52,2020-04-25,2020-06-01,Universidad de Córdoba,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001372,Patterns in metabolite pools show that phytoplankton leave a taxon-specific signature on particulate carbon: North Pacific Subtropical Gyre depth profile,Natural mixed marine microbial community,LC-MS,20,2020-04-28,2020-10-28,University of Washington,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001373,Targeting Sirt2 reprograms T cell metabolism for effective immune response,Mus musculus,LC-MS,9,2019-07-24,2021-01-25,Moffitt Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001374,Untargeted Metabolomics for fruit juice authentication,Malus domestica;Citrus sinensis,LC-MS,597,2020-05-08,2020-05-22,"Institute of Quality Standard & Testing Technology for Agro-Products, Chinese Academy of Agricultural Sciences",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001375,Fructosamine-3-kinase (FN3K) KO in HepG2 liver cancer cells,Homo sapiens,NMR,20,2020-05-08,2020-07-07,University of Georgia,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001376,"2,3,7,8 -Tetrachlorodibenzo-p-dioxin Mediated Effects on Hepatic Coenzyme A (CoA) and Acetyl-CoA Levels (part-I)",Mus musculus,LC-MS,160,2020-04-03,2021-08-02,Michigan State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001377,Stirred suspension bioreactors maintain naïve pluripotency of human pluripotent stem cells (hPSCs),Homo sapiens,LC-MS,37,2020-05-08,2020-07-20,University of Calgary,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001378,Global metabolomics of COPD2020,Homo sapiens,LC-MS,168,2020-05-05,2020-11-15,Seoul National University Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001379,"2,3,7,8 -Tetrachlorodibenzo-p-dioxin Mediated Effects on Hepatic Coenzyme A (CoA) and Acetyl-CoA Levels (part-II)",Mus musculus,LC-MS,29,2020-04-01,2021-08-02,Michigan State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001380,Fast and sensitive flow-injection mass spectrometry metabolomics by analyzing sample specific ion distributions,Homo sapiens,MS(Dir. Inf.),12,2020-05-17,2020-05-22,Technion – Israel Institute of Technology,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001381,Lipid profile Dataset of optogenetics induced optic nerve regeneration,Mus musculus,LC-MS,49,2020-03-27,2020-05-22,University of Miami,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001382,Distinct metabolic states of a cell guide alternate fates of mutational buffering through altered proteostasis,Escherichia coli,LC-MS,23,2020-05-14,2020-06-01,CSIR-National Chemical Laboratory,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001383,Investigating exposures and health impacts of endocrine disrupting chemicals among inner-city children.,Homo sapiens,LC-MS,86,2020-03-18,2021-08-31,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001384,Plasmodium falciparum increased time in circulation underlies persistent asymptomatic infection in the dry season,Homo sapiens,LC-MS,37,2020-05-25,2020-08-20,Pennsylvania State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001385,Microbial and metabolic variations mediate the influence of childhood and adolescent EDC and trace element exposure on breast density.,Homo sapiens,LC-MS,438,2020-05-22,2022-03-01,Icahn School of Medicine at Mount Sinai,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001386,TEDDY Metabolomics Study,Homo sapiens,GC-MS,11560,2020-05-27,2020-06-30,University of South Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001387,Bat liver lipid profiles,Myotis lucifugus,LC-MS,38,2020-06-01,2021-08-31,Georgetown University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001388,Quantitative bile acids study on total murine liver tissue from mice at different age,Mus musculus,LC-MS,27,2020-06-01,2020-06-10,Helmholtz Centre for Environmental Research,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001389,Quantitative amino acids and biogenic amines study on total murine liver tissue from mice at different age,Mus musculus,LC-MS,28,2020-06-02,2020-06-10,Helmholtz Centre for Environmental Research,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001390,Natural history of the systemic responses to a renal inoculation of uropathogenic E. coli in swine,Sus scrofa,NMR,12,2020-06-02,2020-11-30,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001391,Metabolic Response in Patients with Post-Treatment Lyme Disease Symptoms/Syndrome,Homo sapiens,LC-MS,135,2020-05-28,2020-09-21,Colorado State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001393,Sea-ice diatom compatible solute shifts,Nitzschia lecointei,LC-MS,20,2020-03-24,2020-09-29,University of Washington,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001394,Metabolomic study of Escherichia coli K-12 MG1655 and mutants,Escherichia coli,LC-MS,42,2020-06-06,2021-03-01,IIT Bombay,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001395,Time-course experiment of Microchloropsis gaditana cells supplemented with CO2 (part-II),Nannochloropsis gaditana,LC-MS,18,2020-06-08,2020-07-05,International Centre for Genetic Engineering and Biotechnology,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001396,Quantitative Lipids study on total murine liver tissue from mice at different age,Mus musculus,LC-MS,28,2020-06-03,2020-06-10,Helmholtz Centre for Environmental Research,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001397,Quantitative Hexose study on total murine liver tissue from mice at different age,Mus musculus,LC-MS,28,2020-06-03,2020-06-10,Helmholtz Centre for Environmental Research,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001398,Mechanism of Trichloroethylene (TCE) toxicity in the placenta,Homo sapiens,LC-MS,20,2020-06-08,2020-06-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001399,"Activation of ectopic olfactory receptor 544 induces GLP-1 secretion, alters gut microbiome, and improves intestinal permeability.",Mus musculus,GC-MS,31,2020-06-07,2020-06-30,Korea University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001400,Identification of distinct metabolic perturbations and associated immunomodulatory events during intra-erythrocytic development stage of pediatric Plasmodium falciparum malaria,Homo sapiens,LC-MS,199,2020-06-15,2021-08-10,New York University Abu Dhabi,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001401,Steady-state metabolomics time course of Saccharomyces cerevisiae mitochondrial fatty acid synthesis (mtFAS) mutants,Saccharomyces cerevisiae,GC-MS,95,2020-06-10,2020-06-22,University of Utah,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001402,Ontogeny related changes in the pediatric liver metabolome,Homo sapiens,LC-MS,48,2020-05-27,2020-09-10,Moffitt Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001403,Ontogeny related changes in the pediatric liver metabolome (part-II),Homo sapiens,LC-MS,48,2020-06-02,2020-09-10,Moffitt Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001404,Ontogeny related changes in the pediatric liver metabolome (part-III),Homo sapiens,LC-MS,50,2020-06-02,2020-09-10,Moffitt Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001405,MDM2-Dependent Rewiring of Metabolomic and Lipidomic Profiles in Dedifferentiated Liposarcoma Models,Homo sapiens,LC-MS,92,2020-05-22,2020-07-07,Ohio State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001406,Environmental chemical burden in metabolic tissues and systemic biological pathways in adolescent bariatric surgery patients: A pilot untargeted metabolomic approach (part-II),Homo sapiens,GC-MS,33,2020-06-19,2021-06-19,Icahn School of Medicine at Mount Sinai,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001407,Environmental chemical burden in metabolic tissues and systemic biological pathways in adolescent bariatric surgery patients: A pilot untargeted metabolomic approach,Homo sapiens,LC-MS,21,2020-06-22,2021-06-19,Icahn School of Medicine at Mount Sinai,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001408,Metabolomic profiling of baseline plasmas from a longitudinal prospective cohort of 491 active surveillance (AS) participants,Homo sapiens,LC-MS,1439,2020-05-19,2020-07-02,University of Texas MD Anderson Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001409,Patterns in metabolite pools show that phytoplankton leave a taxon-specific signature on particulate carbon: North Pacific Transition Zone depth profile,Natural mixed marine microbial community,LC-MS,17,2020-05-27,2021-03-31,University of Washington,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001410,Patterns in metabolite pools show that phytoplankton leave a taxon-specific signature on particulate carbon: Surface samples from the North Pacific Subtropical Gyre to North Pacific Transition Zone,Natural mixed marine microbial community,LC-MS,62,2020-06-25,2021-03-31,University of Washington,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001411,Plasma metabolites of lipid metabolism associate with diabetic polyneuropathy in a cohort with screen-tested type 2 diabetes: ADDITION-Denmark,Homo sapiens,LC-MS,106,2020-06-22,2021-06-15,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001412,Metabolomics study in Plasma of Obese Patients with Neuropathy Identifies Potential Metabolomics Signatures,Homo sapiens,LC-MS,131,2020-06-22,2021-06-15,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001413,Metabolomic and Transcriptomic Signatures of Prenatal Excessive Methionine in Mice,Mus musculus,LC-MS,28,2020-06-24,2020-07-24,"University of California, Irvine",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001414,Pseudomonas aeruginosa cystic fibrosis clinical isolates volatile metabolomics,Pseudomonas aeruginosa,GC-MS,258,2020-05-31,2020-09-22,Arizona State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001415,Multi-omic profiling of primary mouse neutrophils reveals a pattern of sex and age-related functional regulation,Mus musculus,LC-MS,16,2020-06-30,2021-06-30,Stanford University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001420,Metabolomic analysis of patients with recurrent angina,Homo sapiens,,750,2020-06-30,2020-07-30,"University of California, San Diego",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001421,Metabolomic study of Escherichia coli K-12 MG1655 WT and its transcriptional regulator mutants under anaerobic fermentation conditions,Escherichia coli,LC-MS,24,2020-07-07,2021-03-01,IIT Bombay,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001422,Aspirin Metabolomics in Colorectal Cancer Chemoprevention - blood (part-II),Homo sapiens,LC-MS,692,2019-10-31,2020-07-20,Emory University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001423,Aspirin Metabolomics in Colorectal Cancer Chemoprevention - blood (part-III),Homo sapiens,LC-MS,494,2019-11-07,2020-07-20,Emory University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001426,Dependence of the Staphylococcal Volatilome Composition on Microbial Nutrition,Staphylococcus epidermidis,GC-MS,77,2020-07-13,2020-07-30,Arizona State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001427,HPLC-(Q)-TOF-MS based study of plasma metabolic profiles differences associated with age in paediatric population using animal model,Sus scrofa,LC-MS,43,2020-07-16,2020-07-30,University of the Basque Country,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001428,Role of environmental toxicants in modulating disease severity in children with NAFLD,Homo sapiens,LC-MS,514,2020-07-17,2022-07-28,Emory University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001429,MYC regulates ribosome biogenesis and mitochondrial gene expression programs through its interaction with Host Cell Factor-1,Homo sapiens,LC-MS,15,2020-07-15,2021-01-19,Vanderbilt University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001430,Metabolic dynamics and prediction og gestational ange and time to delivery in pregant women,Homo sapiens,LC-MS,781,2019-08-30,2020-07-24,Stanford University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001431,A Compromised Developmental Trajectory of the Infant Gut Microbiome and Metabolome in Atopic Eczema -(targeted SCFAs profiling),Homo sapiens,LC-MS,162,2020-05-28,2020-07-24,National University of Singapore,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
