study_id,analysis_id,analysis_summary,analysis_type,chromatography_type,ms_instrument_type,ion_mode,units,assay_scope,assay_scope_basis,chromatography system,column_name,ms_instrument_name,ms_type,nmr_experiment_type,nmr_instrument_type,nmr_solvent,spectrometer_frequency
ST002509,AN004131,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002509,AN004132,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002510,AN004133,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002510,AN004134,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002511,AN004135,GC POSITIVE ION MODE,MS,GC,QTOF,POSITIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 7890B,"Restek Rtx-5Sil MS (30m x 0.25mm, 0.25um)",Agilent 7200 QTOF,EI,,,,
ST002512,AN004136,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002512,AN004137,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002513,AN004138,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002513,AN004139,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002514,AN004140,HILIC POSITIVE ION MODE,MS,HILIC,Triple TOF,POSITIVE,Peak ion intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002514,AN004141,HILIC NEGATIVE ION MODE,MS,HILIC,Triple TOF,NEGATIVE,Peak ion intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002515,AN004142,Other NEGATIVE ION MODE,MS,Unspecified,QTOF,NEGATIVE,mM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity II,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Agilent 6545 QTOF,ESI,,,,
ST002516,AN004143,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002516,AN004144,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002517,AN004145,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002517,AN004146,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002518,AN004147,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002518,AN004148,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002519,AN004149,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002519,AN004150,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,relative ion counts,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002520,AN004151,HILIC POSITIVE ION MODE,MS,HILIC,Triple TOF,POSITIVE,Peak ion intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002520,AN004152,HILIC NEGATIVE ION MODE,MS,HILIC,Triple TOF,NEGATIVE,Peak ion intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002521,AN004153,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,chromatographic peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Thermo Orbitrap ID-X Tribrid,ESI,,,,
ST002521,AN004154,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,chromatographic peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Thermo Orbitrap ID-X Tribrid,ESI,,,,
ST002522,AN004155,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Relative intensity,unclassified_or_other,no explicit targeted/untargeted label,SHIMADZU UHPLC Nexera LC-30A,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002522,AN004156,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Relative intensity,unclassified_or_other,no explicit targeted/untargeted label,SHIMADZU UHPLC Nexera LC-30A,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002523,AN004157,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTRAP,UNSPECIFIED,Peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.8um)",Thermo Orbitrap Exploris 240,ESI,,,,
ST002524,AN004158,GC POSITIVE ION MODE,MS,GC,Single quadrupole,POSITIVE,Relative abundance,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent HP5-MS (30m x 0.25mm, 0.25 um)",Agilent 5975C,EI,,,,
ST002525,AN004159,GC POSITIVE ION MODE,MS,GC,Single quadrupole,POSITIVE,Relative abundance,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent HP5-MS (30m x 0.25mm, 0.25 um)",Agilent 5975C,EI,,,,
ST002526,AN004160,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Fractional labelling,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"SeQuant ZIC-HILIC (100 x 2.1mm, 3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002527,AN004161,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak area (m/z),unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"Waters XBridge Amide (100 x 4.6mm,3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002528,AN004162,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak area (m/z),unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"SeQuant ZIC-HILIC (100 x 2.1mm, 3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002529,AN004163,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Natural abundance corrected percentages,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters Atlantis BEH Z-HILIC (150 x 2.1 mm, 2.5um)",Thermo Orbitrap IQ-X Tribrid,ESI,,,,
ST002530,AN004164,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak area (m/z),unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"Waters XBridge Amide (100 x 4.6mm, 3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002531,AN004165,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak area (m/z),unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002532,AN004166,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Ultimate 3000,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.8um)",Thermo Q Exactive Focus,ESI,,,,
ST002532,AN004167,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Ultimate 3000,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.8um)",Thermo Q Exactive Focus,ESI,,,,
ST002533,AN004168,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST002534,AN004169,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak areas,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"SeQuant ZIC-HILIC (150 x 2.1mm,5um)",Thermo Orbitrap ID-X Tribrid,ESI,,,,
ST002535,AN004170,HILIC NEGATIVE ION MODE,MS,HILIC,QTOF,NEGATIVE,ng/ml,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,"Merck SeQuant ZIC-HILIC (150 x 2.1mm,5um)",Agilent 6545 QTOF,ESI,,,,
ST002536,AN004171,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2.1mm,3um,100Å",Thermo Q Exactive Orbitrap,ESI,,,,
ST002536,AN004172,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2 mm,5um;100Å)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002536,AN004173,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C8 Column (2.1 mm X 100 mm,1.7 µm,130Å)",Thermo Exactive Plus Orbitrap,ESI,,,,
ST002536,AN004174,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C18 Column (2.1 mm X 150 mm,1.7 µm,130Å)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002537,AN004175,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C8 (150 x 2.1mm,1.7um)",Bruker maXis Impact qTOF,ESI,,,,
ST002537,AN004176,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C8 (150 x 2.1mm,1.7um)",Bruker maXis Impact qTOF,ESI,,,,
ST002539,AN004181,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Estimated metabolite carbon concentration (nmol C per L),unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity I-Class,"SeQuant ZIC- pHILIC (150 x 2.1mm,5um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002539,AN004182,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Estimated metabolite carbon concentration (nmol C per L),unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity I-Class,"SeQuant ZIC- pHILIC (150 x 2.1mm,5um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002539,AN004183,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Estimated metabolite carbon concentration per particulate carbon (nmol C per umol C),unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity I-Class,"Waters ACQUITY UPLC CSH C18 (150 x 2.1mm,1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002539,AN004184,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Estimated metabolite carbon concentration (nmol C per L),unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity I-Class,"Waters ACQUITY UPLC HSS CN (100 x 2.1mm,1.8um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002540,AN004185,GC UNSPECIFIED ION MODE,MS,GC,GC x GC-TOF,POSITIVE,Peak height,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890C with Leco Pegasus HT,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",Agilent 7890C,EI,,,,
ST002541,AN004186,HILIC POSITIVE ION MODE,MS,HILIC,Triple quadrupole,POSITIVE,Peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",ABI Sciex 6500+ QTrap,ESI,,,,
ST002541,AN004187,HILIC NEGATIVE ION MODE,MS,HILIC,Triple quadrupole,NEGATIVE,Peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",ABI Sciex 6500+ QTrap,ESI,,,,
ST002542,AN004188,HILIC POSITIVE ION MODE,MS,HILIC,Triple quadrupole,POSITIVE,Peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",ABI Sciex 6500+ QTrap,ESI,,,,
ST002542,AN004189,HILIC NEGATIVE ION MODE,MS,HILIC,Triple quadrupole,NEGATIVE,Peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",ABI Sciex 6500+ QTrap,ESI,,,,
ST002543,AN004190,GC POSITIVE ION MODE,MS,GC,Single quadrupole,POSITIVE,pg/hr/ug and g/hr for media,unclassified_or_other,no explicit targeted/untargeted label,HP GCD 1800B,Agilent PoraBOND Q (25m x 0.32mm x 0.5um),Agilent/HP 5972 MSD,EI,,,,
ST002544,AN004191,GC POSITIVE ION MODE,MS,GC,GC-TOF,POSITIVE,intensity,unclassified_or_other,no explicit targeted/untargeted label,Leco Pegasus III GC TOF,"Restek Rtx-5Sil MS (30m x 0.25mm, 0.25um)",Leco Pegasus III GC TOF,EI,,,,
ST002545,AN004192,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,reads,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Agilent 6530 QTOF,ESI,,,,
ST002546,AN004193,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,peak heights,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Agilent 6530 QTOF,ESI,,,,
ST002547,AN004194,HILIC NEGATIVE ION MODE,MS,HILIC,QTOF,NEGATIVE,normalized abundance,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity,"Agilent InfinityLab Poroshell 120 EC-C8 (150 x 2.1mm,2.7um)",Agilent 6545 QTOF,ESI,,,,
ST002548,AN004195,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,normalized peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"HILICON iHILIC-(P) Classic (150 x 2.1mm, 5um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002548,AN004196,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,normalized peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"HILICON iHILIC-(P) Classic (150 x 2.1mm, 5um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002549,AN004197,Reversed phase UNSPECIFIED ION MODE,MS,Reversed phase,Triple quadrupole,UNSPECIFIED,pmol/mL of plasma,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Waters Xevo-TQ-S,ESI,,,,
ST002550,AN004198,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple quadrupole,POSITIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290,"Agilent ZORBAX Eclipse Plus C18 (50 x 2.1mm,1.8um)",ABI Sciex 5500 QTrap,ESI,,,,
ST002550,AN004199,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple quadrupole,POSITIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290,"Agilent Pursuit 5 C18 (150 x 2.1mm,5um)",ABI Sciex 5500 QTrap,ESI,,,,
ST002551,AN004200,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,µg/ml,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Thermo Accucore Amide HILIC (150 x 2.1mm, 2.6um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002551,AN004201,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,µg/ml,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Thermo Accucore Amide HILIC (150 x 2.1mm, 2.6um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002552,AN004202,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity,"Waters Acquity UPLC XSelect HSS C18 (100 × 2.1mm, 2.5um)",Waters Xevo-G2-S,ESI,,,,
ST002552,AN004203,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity,"Waters Acquity UPLC XSelect HSS C18 (100 × 2.1mm, 2.5um)",Waters Xevo-G2-S,ESI,,,,
ST002553,AN004204,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,AU,unclassified_or_other,no explicit targeted/untargeted label,Bruker timsTOF,"Bruker Intensity Solo 2 C18 (100 mm × 2.1 mm , 1.8 μm)",Bruker timsTOF,ESI,,,,
ST002554,AN004205,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,UltiMate 3000 UHPLC system (Thermo Fisher Scientific),"ACQUITY CSH C18 (2.1 ⨯ 100 mm, 1.7 μm) column (Waters)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002496,AN004206,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,ng/ml,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity II,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Agilent 6545 QTOF,ESI,,,,
ST002555,AN004207,Combined Metabolon analyses,MS,Reversed phase,Orbitrap,POSITIVE,Fold change over standard,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002555,AN004208,No data,MS,Reversed phase,Orbitrap,POSITIVE,Fold change over standard,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002555,AN004209,No data,MS,Reversed phase,Orbitrap,NEGATIVE,Fold change over standard,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002555,AN004210,No data,MS,HILIC,Orbitrap,NEGATIVE,Fold change over standard,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity BEH Amide (150 x 2.1mm, 1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002556,AN004211,GC POSITIVE ION MODE,MS,GC,GC-TOF,POSITIVE,peak heights,unclassified_or_other,no explicit targeted/untargeted label,Leco Pegasus IV GC,"Restek Rtx-5Sil MS (30m x 0.25mm, 0.25um)",Leco Pegasus IV TOF,EI,,,,
ST002557,AN004212,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity,"Waters Acquity UPLC XSelect HSS C18 (100 × 2.1mm, 2.5um)",Waters Xevo-G2-S,ESI,,,,
ST002557,AN004213,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity,"Waters Acquity UPLC XSelect HSS C18 (100 × 2.1mm, 2.5um)",Waters Xevo-G2-S,ESI,,,,
ST002558,AN004214,HILIC POSITIVE ION MODE,MS,HILIC,Triple TOF,POSITIVE,area integration,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000,"Agilent InfinityLab Poroshell 120 HILIC-Z (150 x 2.1mm,2.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002558,AN004215,HILIC NEGATIVE ION MODE,MS,HILIC,Triple TOF,NEGATIVE,area integration,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000,"Agilent InfinityLab Poroshell 120 HILIC-Z (150 x 2.1mm,2.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002558,AN004216,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple TOF,POSITIVE,area integration,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000,"Thermo Accucore C18 (150 x 2.1mm,2.6um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002558,AN004217,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple TOF,NEGATIVE,area integration,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000,"Thermo Accucore C18 (150 x 2.1mm,2.6um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002559,AN004218,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
