metabolite,refmet_name,log2fc,p_value,fdr,sex,neg_log10_p
lpe(20:4)_feature2,lpe(20:4)_ln_b,0.3252947,0.01950958,1.0,male,1.7097520799466284
c20:5 lpc,lpc(20:5),0.3026502,0.019652175,1.0,male,1.706589377185499
pc(37:4)>pc(17:0_20:4)_m+h2co2_feature3,pc(17:0_20:4)_ln_c,-0.27809963,0.019808266,1.0,female,1.7031535405943194
NA,sm(d18:1/18:0),-0.30337414,0.020188266,1.0,female,1.6949009816493126
pc(38:3)_feature3,pc(38:3)_lp_c,0.4651219,0.020212803,1.0,male,1.6943734567458169
sm(d36:3),sm(d36:3),-0.34421366,0.020737007,1.0,male,1.6832539257282648
pc(40:5)>pc(18:0_22:5)_m+h2co2_feature3,pc(18:0_22:5)_ln_c,-0.28778318,0.020859867,1.0,male,1.6806884649099785
tauroursodeoxycholate,tauroursodeoxycholic acid,-1.2169834,0.02101034,1.0,female,1.6775669195631533
13-hode,13-hode,1.7990041,0.021125605,1.0,male,1.6751908447735746
pc(40:7)>pc(18:1_22:6)_m+h2co2_feature3,pc(18:1_22:6)_ln_c,-0.24460278,0.021139488,1.0,female,1.674905535546449
erucamide_feature1,13-docosenamide,2.020877,0.021249987,1.0,female,1.672641331299787
pe(38:6)_feature3,pe(38:6)_lp_c,-0.3584138,0.021258337,1.0,female,1.6724707125301297
putrescine,putrescine,-0.4040563,0.021291442,1.0,female,1.6717949242152519
9-hode,9-hode,3.493824,0.021404698,1.0,male,1.6694908952699326
ps(40:6)>ps(18:0_22:6)_feature3,ps(18:0_22:6)_lp_c,-0.6524042,0.021551406,1.0,male,1.6665243914836227
pc(42:7)_feature4,pc(42:7)_lp_d,-0.42109984,0.021653682,1.0,male,1.6644682454389648
methyl n-methylanthranilate,methyl n-methylanthranilate,-0.5099433,0.021715568,1.0,male,1.6632288065946566
pc(o-38:7)_feature2,pc(o-38:7)_lp_b,-0.45043227,0.022472683,1.0,male,1.6483450743305286
pc(42:6)_feature4,pc(42:6)_lp_d,-0.38412428,0.02253145,1.0,male,1.6472108585764158
lpc(18:2)_feature2,lpc(18:2)_ln_b,0.36929676,0.022990631,1.0,female,1.6384491089370106
c18:2 lpc,lpc(0:0/18:2),0.28528222,0.02299459,1.0,male,1.638374329613536
pc(39:6)_feature3,pc(39:6)_lp_c,-0.44649243,0.02318131,1.0,male,1.6348620252449122
cer(d36:1)_m+h2co2_feature1,cer(d36:1),-0.5324968,0.02338478,1.0,female,1.631066711504267
dg(18:1_18:1),dg(18:1_18:1),-0.8813409,0.023414651,1.0,male,1.6305123110787305
pc(33:2),pc(33:2),0.33924374,0.023494719,1.0,male,1.6290297448303972
tg(55:7)_m+nh3_feature1,tg(55:7)_lp_a,0.30598143,0.023608465,1.0,female,1.626932249418582
NA,gamma-aminobutyric acid,-0.25819695,0.023956552,1.0,male,1.6205756885836509
NA,sm(d32:1),-0.32398862,0.024094932,1.0,female,1.618074295014005
sie(20:4)_m+nh3_feature2,sitosterol ester(20:4)_lp_b,-0.3483009,0.024365626,1.0,female,1.6132224262751664
lpc(20:4)_a_b,lpc(20:4),-0.32248774,0.024385855,1.0,male,1.612862012872397
pc(38:3)>pc(18:0_20:3)_m+h2co2_feature3,pc(18:0_20:3)_ln_c,0.39944404,0.024546135,1.0,male,1.6100168815579798
pc(36:0)>pc(18:0/18:0)_m+h2co2_feature2,pc(18:0/18:0)_ln_b,-0.2561986,0.024564845,1.0,male,1.6096859718449368
car(16:2)_feature1,car(16:2)_lp_a,-0.8419618,0.02500721,1.0,female,1.6019347588570358
pc(40:6)>pc(18:0_22:6)_m+h2co2_feature3,pc(18:0_22:6)_ln_c,-0.23424542,0.025096923,1.0,female,1.6003795217873786
c16-oh carnitine,car(16:0(oh)),0.6254273,0.025155397,1.0,male,1.599368824291372
pc(36:3)_feature3,pc(36:3)_lp_c,0.4871729,0.025477305,1.0,female,1.5938465137593911
pc(34:2)_feature1,pc(34:2)_lp_a,0.28799102,0.02555951,1.0,male,1.59244747627013
cer(d44:1)>cer(d18:1/26:0)_feature1,cer(d18:1/26:0),0.32279807,0.025744338,1.0,male,1.5893182713117309
NA,lpc(14:0),0.23914734,0.025850387,1.0,female,1.5875329508018992
NA,car(4:0(oh)),-0.6484548,0.025999706,1.0,male,1.5850315629253198
resolvin e1,resolvin e1,-0.3721873,0.026098313,1.0,female,1.5833875646337472
lpc(20:2)_feature2,lpc(20:2)_ln_b,0.2952022,0.026261548,1.0,female,1.580679677787917
5'-methylthioadenosine,5'-methylthioadenosine,-0.3547934,0.02635808,1.0,male,1.5790862282121094
pc(39:5)_feature3,pc(39:5)_lp_c,-0.27211362,0.026419166,1.0,male,1.5780808963094868
resolvin d1,resolvin d1,3.4942153,0.02651893,1.0,male,1.5764440030602658
pc(o-38:6)_feature2,pc(o-38:6)_lp_b,-0.494699,0.026742283,1.0,male,1.5728015195879148
cer(d41:1)>cer(d18:1/23:0)_feature1,cer(d18:1/23:0),0.33575603,0.026782691,1.0,male,1.5721457892457145
pc(37:1)_feature3,pc(37:1)_lp_c,0.44646445,0.027088143,1.0,male,1.5672207665613735
NA,car(14:2),-0.30272278,0.027318425,1.0,male,1.5635443428209033
pc(38:2)_feature5,pc(38:2)_lp_e,0.32627335,0.027866527,1.0,male,1.5549171539534203
tg(52:3)>tg(16:0_18:1_18:2)_m+nh3_feature2,tg(52:3)_lp_b,-1.0401919,0.028108604,1.0,male,1.5511607228789224
NA,succinic acid,-0.30208454,0.028401455,1.0,female,1.546659410576734
car(16:1)_feature1,car(16:1)_lp_a,-0.7329607,0.028630907,1.0,female,1.543164893722874
NA,carnitine,0.397821,0.02893146,1.0,female,1.5386296495202014
tg(50:4)>tg(16:1_16:1_18:2)_m+nh3_feature2,tg(16:1_16:1_18:2)_lp_b,0.92645144,0.02904338,1.0,female,1.536952842864187
lpc(17:0/0:0)_feature2,lpc(17:0/0:0)_lp_b,0.32941693,0.029134292,1.0,male,1.5355955313486462
lpc(16:1)_feature2,lpc(16:1)_ln_b,0.28337455,0.029297529,1.0,female,1.5331690071857795
c38:7 pe plasmalogen,pe(p-38:6)/pe(o-38:7),-0.18232135,0.029405644,1.0,female,1.5315693048664771
lpc(18:1/0:0)_feature2,lpc(18:1/0:0)_lp_b,0.26206762,0.02947408,1.0,female,1.5305597420313144
tg(54:6)>tg(16:0_16:0_22:6)_m+nh3_feature6,tg(54:6)_lp_f,-2.3446736,0.029865708,1.0,male,1.524827185358611
pc(34:2),pc(34:2),0.38546312,0.030101012,1.0,male,1.5214189031228518
pc(35:4)_feature2,pc(35:4)_lp_b,0.25368342,0.030124096,1.0,male,1.5210859770511804
pc(41:6)_feature3,pc(41:6)_lp_c,-0.36711282,0.030234752,1.0,female,1.5194935893359702
lpc(20:5)_feature1and2,lpc(20:5)_ln_ab,0.66727686,0.030259669,1.0,male,1.5191358268832131
pc(36:3),pc(36:3),0.3093437,0.030371457,1.0,male,1.5175343733144602
NA,car(18:1(oh)),-0.4874988,0.03053553,1.0,female,1.51519453762725
pc(41:7)_feature1,pc(41:7)_lp_a,-0.41186947,0.030857893,1.0,female,1.5106337312123748
taurohyodeoxycholate,taurohyodeoxycholic acid,-1.1974362,0.03113622,1.0,female,1.5067341127950775
pc(38:7)_feature1,pc(38:7)_lp_a,0.7689795,0.03133879,1.0,female,1.5039177757828006
pc(41:7)_feature1,pc(41:7)_lp_a,-0.3780154,0.031963967,1.0,male,1.495339326376339
pc(36:3)_feature3,pc(36:3)_lp_c,0.632442,0.032001033,1.0,male,1.49483600233763
sm(d36:3)_feature1,sm(d36:3)_lp_a,-0.62160224,0.03200449,1.0,female,1.4947890890103097
sm(d42:1)_m+h2co2_feature1,sm(d42:1)_ln_a,-0.24386774,0.032570474,1.0,female,1.4871759210763151
NA,uridine,-0.25282478,0.03266748,1.0,male,1.4858843661154926
tg(60:10)>tg(18:0_20:4_22:6)_m+nh3_feature3,tg(60:10)_lp_c,-0.47627237,0.03267062,1.0,male,1.4858426237117734
pc(38:3)_feature2,pc(38:3)_lp_b,0.80676335,0.032871537,1.0,male,1.4831799887990331
lpc(18:1/0:0)_and_lpc(0:0/18:1)_m+h2co2_feature1and2,lpc(18:1)_ln_b,0.30201265,0.032991886,1.0,male,1.4815928570529935
pi(38:3)>pi(18:0_20:3)_feature2,pi(18:0_20:3)_ln_b,0.24957228,0.0333872,1.0,male,1.4764200012971875
pc(37:6)_feature1,pc(37:6)_lp_a,-0.26185554,0.033595193,1.0,female,1.4737228596019514
1-methylnicotinamide,1-methyl nicotinamide,0.30308574,0.033764362,1.0,female,1.471541452148367
pc(o-40:7)_feature3,pc(o-40:7)_lp_c,-0.48501888,0.03376718,1.0,male,1.4715052071045112
car(20:0),car(20:0),-0.29705575,0.033832133,1.0,female,1.4706706205706452
tg(50:2)>tg(16:0_16:1_18:1)_and_tg(14:0_18:1_18:1)_m+nh3_feature3,tg(50:2)_lp_c,-0.53135496,0.03422334,1.0,male,1.4656776080975216
sm(d34:0-oh)_feature1,sm(d34:0-oh),0.28701594,0.03433877,1.0,male,1.4642152651384022
c36:5 pc plasmalogen,pc(p-36:4)/pc(o-36:5),-0.21659318,0.034424156,1.0,male,1.4631366988280787
lpc(20:0),lpc(20:0),-0.41893423,0.034511387,1.0,male,1.4620375862216457
tg(56:1)_m+nh3_feature1,tg(56:1)_lp_a,0.58551294,0.03452402,1.0,female,1.461878640472224
lpc(18:2)_feature2,lpc(18:2)_ln_b,0.38353696,0.034613576,1.0,male,1.460753530528444
pc(38:6)_feature2,pc(38:6)_lp_b,-0.2792582,0.03475358,1.0,female,1.4590004516734913
pc(34:1),pc(34:1),0.269133,0.03521137,1.0,male,1.4533170771205206
adenosine,adenosine,-1.8944153,0.03542458,1.0,female,1.4506952901211145
n-lauroylglycine,n-lauroylglycine,-0.39099488,0.035563927,1.0,male,1.4489902898765432
lpc(18:0/0:0)_feature2,lpc(18:0/0:0)_lp_b,0.3407318,0.036018122,1.0,female,1.4434789352227497
tg(60:10)>tg(18:0_20:4_22:6)_m+nh3_feature5,tg(60:10)_lp_e,-0.551302,0.036218308,1.0,male,1.4410718423551312
ile-pro,ile-pro,-0.27841252,0.036330245,1.0,male,1.4397316733789782
mg(18:1)_a_b,mg(18:1),-0.69780546,0.036507025,1.0,male,1.4376235567716253
lpc(24:1/0:0)_feature1and2,lpc(24:1)_lp_ab,0.30852246,0.03686217,1.0,male,1.4334191023430423
sm(d36:0)_feature1,sm(d36:0),-0.513012,0.03704464,1.0,female,1.4312746213370484
tg(54:1)>tg(18:0_18:0_18:1)_and_tg(16:1_18:0_20:0)_and_tg(16:0_18:0_20:1)_m+nh3_feature3,tg(54:1)_lp_c,0.48736462,0.037196442,1.0,female,1.4294986002704606
lpc(0:0/18:2)_feature1,lpc(0:0/18:2)_lp_a,1.6922277,0.037584264,1.0,male,1.4249939499773745
dg(36:5)>dg(18:2_18:3_0:0)_m+nh3_feature1,dg(18:2_18:3)_lp_a,-0.7649882,0.03762901,1.0,male,1.424477207595441
taurocholate,taurocholic acid,-1.5523964,0.037890263,1.0,female,1.4214723802343143
NA,proline,0.14054151,0.038271844,1.0,female,1.4171206122533828
pc(o-40:7)_feature1,pc(o-40:7)_lp_a,-0.40777108,0.038405363,1.0,male,1.4156081256669133
4-acetamidobutanoate,4-acetamidobutanoic acid,-0.28008422,0.038622893,1.0,female,1.413155199047564
NA,deoxycytidine,-0.15457527,0.03945591,1.0,male,1.4038879357207155
c22:6 lpe,lpe(22:6),-0.2059572,0.03959847,1.0,female,1.4023215939581748
pc(39:4)_feature3,pc(39:4)_lp_c,-0.27928558,0.039761025,1.0,male,1.4005424284471057
tg(56:2)_m+nh3_feature1,tg(56:2)_lp_a,0.76533335,0.040874656,1.0,female,1.3885458893268974
NA,tryptophan,0.16324528,0.04089197,1.0,female,1.388361966493343
n-acetylgalactosamine,n-acetyl-d-galactosamine,-0.18266623,0.041347265,1.0,female,1.383553212464318
corticosterone_feature1,corticosterone,-0.63856983,0.041945368,1.0,female,1.3773159910476482
c18:0 lpe b,lpe(18:0)_hp_b,0.29596573,0.042236496,1.0,male,1.3743121186699558
pc(33:2),pc(33:2),0.21657793,0.04224734,1.0,female,1.3742006301388805
c18:1 lpe,lpe(18:1),0.23534754,0.042637154,1.0,male,1.3702117918648264
tg(53:2)_m+nh3_feature4,tg(53:2)_lp_d,0.4789568,0.042923544,1.0,female,1.3673044275238342
pc(38:3)_feature2,pc(38:3)_lp_b,0.45860124,0.04310475,1.0,female,1.3654748693955892
pc(36:2)_feature3,pc(36:2)_lp_c,0.22484793,0.04321132,1.0,male,1.3644024668533141
pi(38:6)>pi(16:0_22:6)_feature1,pi(16:0_22:6),-0.27705422,0.043287158,1.0,male,1.363640926670887
"n2,n2-dimethylguanosine","n2,n2-dimethylguanosine",-0.2857413,0.043490708,1.0,male,1.3616035222498082
lpc(16:0)_feature2,lpc(16:0)_ln_b,0.21088377,0.043620527,1.0,female,1.3603090918107483
NA,serine,0.12956421,0.043692358,1.0,male,1.3595945165457692
pc(40:4)>pc(18:0_22:4)_m+h2co2_feature2,pc(18:0_22:4)_ln_b,-0.21659626,0.044297125,1.0,male,1.3536244597171831
lpc(20:0/0:0)_feature2,lpc(20:0/0:0)_lp_b,0.28316674,0.044478625,1.0,male,1.3518486468788466
pc(39:3)_feature2,pc(39:3)_lp_b,-0.3141952,0.04471991,1.0,female,1.3494990791498689
tg(56:8)_m+nh3_feature5,tg(56:8)_lp_e,-0.37831205,0.045312222,1.0,male,1.3437846405646294
pc(36:4)_feature2,pc(36:4)_lp_b,0.67438996,0.045490306,1.0,male,1.342081141788104
pc(40:2)_feature1,pc(40:2)_lp_a,0.41535208,0.046209067,1.0,male,1.3352728001643122
pc(36:5)>pc(16:0_20:5)_m+h2co2_feature3,pc(16:0_20:5)_ln_c,0.5403185,0.046272933,1.0,male,1.3346729719644372
tg(53:1)>tg(16:0_18:1_19:0)_and_tg(17:0_18:0_18:1)_m+nh3_feature3,tg(53:1)_lp_c,0.45392722,0.046799947,1.0,female,1.3297546387553754
pc(36:6)_feature3,pc(36:6)_lp_c,0.33731604,0.047330525,1.0,male,1.3248586782208196
c18:3 lpe,lpe(18:3),0.19246906,0.04740598,1.0,male,1.3241668710433991
lpc(0:0/20:0)_feature1,lpc(0:0/20:0)_lp_a,0.4093416,0.047565527,1.0,male,1.3227076871454637
pc(42:6)_feature4,pc(42:6)_lp_d,-0.45455548,0.04781311,1.0,female,1.3204530067348503
pc(40:4)>pc(20:0_20:4)_m+h2co2_feature3,pc(40:4)_ln_c,-0.1731688,0.048007593,1.0,female,1.318690068099221
cer(d42:1)>cer(d18:1/24:0)_feature2,cer(d18:1/24:0)_lp_b,0.28620312,0.04810037,1.0,male,1.3178515829122333
lpc(20:2/0:0)_feature2,lpc(20:2/0:0)_lp_ab,0.31167617,0.048282724,1.0,male,1.3162082359898397
5-methylcytosine,5-methylcytosine,0.2028917,0.04890384,1.0,female,1.3106570381088123
"5-henicosylbenzene-1,3-diol_feature1","5-heneicosyl-1,3-benzenediol",0.30939665,0.0492042,1.0,male,1.3079978248957862
tg(56:10)>tg(18:2_18:3_20:5)_m+nh3_feature1,tg(18:2_18:3_20:5),0.420245,0.049244247,1.0,male,1.3076444990159766
sm(d39:2)_feature2,sm(d39:2)_lp_b,0.36422008,0.049841855,1.0,male,1.3024058025994456
pc(42:4)_feature3,pc(42:4)_lp_c,-0.2793933,0.049902707,1.0,female,1.3018758951927334
sm(d42:2)_m+h2co2_feature1,sm(d42:2)_ln_a,1.6247532,0.05036082,1.0,male,1.2979072071071482
lpc(22:1/0:0)_and_lpc(0:0/22:1)_feature1and2,lpc(22:1)_lp_ab,0.30602062,0.050370954,1.0,male,1.2978198237499474
pc(36:5)_feature4,pc(36:5)_lp_d,-0.3667519,0.05076609,1.0,female,1.2944262846319519
NA,edetic acid,0.2833771,0.05078048,1.0,female,1.294303198295576
lpc(0:0/18:1)_feature1,lpc(0:0/18:1)_lp_a,2.090063,0.05092301,1.0,female,1.2930859336170577
isocitrate,isocitric acid,-0.43496722,0.050963417,1.0,male,1.2927414610790169
pc(40:6)_feature1,pc(40:6)_lp_a,1.606731,0.05105413,1.0,male,1.2919691201067356
NA,sm(d34:1),-0.17687577,0.051088497,1.0,female,1.2916768738729907
tg(58:6)_m+nh3_feature2,tg(58:6)_lp_b,-0.38390353,0.05136295,1.0,male,1.2893500407817005
betaine,betaine,0.18726538,0.051590204,1.0,female,1.2874327548190905
c18:0 lpc,lpc(18:0),-0.16968688,0.051860582,1.0,male,1.285162613714562
lpc(15:0/0:0)_and_lpc(0:0/15:0)_feature1and2,lpc(15:0)_lp_ab,0.36787158,0.05212303,1.0,female,1.2829703459519448
l-alpha-glutamyl-l-lysine,glu-lys,-0.26705596,0.052142005,1.0,female,1.282812273058475
c16-oh carnitine,car(16:0(oh)),-0.68097925,0.052874204,1.0,female,1.276756157697464
pc(44:12)_feature1,pc(44:12),0.3179863,0.053140737,1.0,male,1.2745724267263883
pc(o-36:5)>pc(o-16:1/20:4)_m+h2co2_feature5,pc(o-36:5)_ln_e,-0.2441699,0.053158816,1.0,female,1.274424700611039
pc(40:4)_feature3,pc(40:4)_lp_c,-0.24794894,0.053240452,1.0,female,1.2737582661148579
"gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_[istd]","gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_[istd]",0.25328308,0.05342419,1.0,female,1.2722620537440914
tg(53:1)>tg(16:0_18:1_19:0)_and_tg(17:0_18:0_18:1)_m+nh3_feature1,tg(53:1)_lp_a,-0.5929272,0.053808473,1.0,male,1.2691493323743128
pe(o-40:7)>pe(o-18:1/22:6)_and_pe(o-22:7/18:0)_feature6,pe(o-40:7)_ln_f,-0.2286458,0.053862493,1.0,female,1.2687135493447281
c20:1 lpc,lpc(20:1),0.22558968,0.05399952,1.0,female,1.2676101005895837
phenylacetylglutamine,alpha-n-phenylacetylglutamine,0.5999422,0.054018296,1.0,female,1.2674591196944627
homocitrulline,homocitrulline,-0.31255642,0.054175004,1.0,female,1.2662010479421018
fa(12:0),lauric acid,2.0147183,0.054247547,1.0,female,1.26561989523888
n-acetylaspartate,n-acetylaspartic acid,-0.5947521,0.05440096,1.0,male,1.2643934363491742
tg(57:3)_m+nh3_feature1,tg(57:3)_lp_a,0.37625632,0.0551273,1.0,female,1.2586332776788316
cer(d42:1)_feature1,cer(d42:1)_ln_a,0.17665626,0.05516968,1.0,male,1.2582995350677677
dg(36:4)>dg18:2_18:2_0:0)_feature1,dg(36:4)_lp_a,-0.4127496,0.055519864,1.0,male,1.2555516063882497
sm(d37:1)_feature1,sm(d37:1),0.3894859,0.05585991,1.0,male,1.2528997683581584
lpc(19:1/0:0)_and_lpc(0:0/19:1)_feature1and2,lpc(19:1)_lp_ab,0.29757443,0.05587179,1.0,female,1.25280741464897
sm(d40:2)_feature2,sm(d40:2)_lp_b,0.2618156,0.056750134,1.0,male,1.2460331086653795
"gtinternalstandard_sm(d36:2(d9))>sm(d18:1/18:1(9z,d9))_[istd]_m+h2co2","gtinternalstandard_sm(d36:2(d9))>sm(d18:1/18:1(9z,d9))_[istd]_m+h2co2",0.24613544,0.056802444,1.0,female,1.2456329777946318
ps(40:6)>ps(18:0_22:6)_feature3,ps(18:0_22:6)_lp_c,-0.4366201,0.056886345,1.0,female,1.2449919691558442
tg(50:5)_m+nh3_feature2,tg(50:5)_lp_b,0.7389908,0.05697141,1.0,female,1.2443430319450797
pc(o-40:7)_feature4,pc(o-40:7)_lp_d,-1.1826018,0.057270028,1.0,female,1.242072604554865
lpc(16:1/0:0)_and_lpc(0:0/16:1)_feature1and2,lpc(16:1)_lp_ab,0.2974779,0.05734301,1.0,female,1.2415195141784945
pc(o-34:1)_feature2,pc(o-34:1)_ln_b,-0.19010419,0.057445988,1.0,female,1.2407402968330292
tauro-alpha-muricholate,tauro-alpha-muricholic acid,-0.96057546,0.057501193,1.0,female,1.240323144737463
linoleoyl ethanolamide,linoleoyl-ea,0.5300754,0.057606835,1.0,female,1.2395259848636342
NA,malic acid,-0.21824098,0.058654767,1.0,male,1.231696686060561
pc(39:6)_feature2,pc(39:6)_lp_b,-0.30607235,0.058663495,1.0,male,1.2316320665856313
hypoxanthine,hypoxanthine,0.25335544,0.058840297,1.0,female,1.2303251438109999
NA,asparagine,0.11945457,0.059112716,1.0,male,1.2283190860458901
NA,sm(d36:2),-0.22165467,0.05913235,1.0,female,1.228174861204643
mg(16:0),mg(16:0),0.5880028,0.05936105,1.0,female,1.2264984257011833
NA,car(4:0(oh)),-0.5237086,0.061894342,1.0,female,1.2083490496953584
proline-betaine,proline betaine,0.2726408,0.062033195,1.0,female,1.207375850059669
gtinternalstandard_cholesterol(d7)_m-h2o_feature1,gtinternalstandard_cholesterol(d7)_[istd],0.42761368,0.062152524,1.0,female,1.2065412300631309
dg(38:5)>dg(18:1_20:4_0:0)_m+nh3_feature2,dg(18:1_20:4)_lp_b,-0.2726931,0.062252223,1.0,male,1.2058451354869184
diethylphthalate,diethyl phthalate,0.4340958,0.062360656,1.0,male,1.2050893249187051
pc(35:0)_feature2,pc(35:0)_lp_b,0.37875012,0.06258842,1.0,male,1.2035060117626082
lpc(22:6)_feature2,lpc(22:6)_ln_b,-0.23468022,0.062878504,1.0,male,1.201497799542976
pc(42:8)_feature3,pc(42:8)_lp_c,-0.29786643,0.06296354,1.0,female,1.200910862617759
9-hotre,9-hotre,1.5007718,0.06303827,1.0,male,1.2003957139792119
NA,uric acid,0.23879556,0.06329975,1.0,female,1.1985980052091043
tg(49:0)>tg(16:0_16:0_17:0)_and_tg(15:0_16:0_18:0)_and_tg(14:0_16:0_19:0)_m+nh3_feature2,tg(51:1)_lp_b,0.37961355,0.06358986,1.0,female,1.196612131161919
tg(56:5)>tg(16:0_18:1_22:4)_m+nh3_feature4,tg(16:0_18:1_22:4)_lp_d,0.40826866,0.063790835,1.0,female,1.1952417130475488
lpc(18:2/0:0)_feature2,lpc(18:2/0:0)_lp_b,0.32081985,0.06398861,1.0,female,1.1938973237406827
NA,threonine,0.13723947,0.0643062,1.0,male,1.1917471531102943
pc(o-36:4)_feature4,pc(o-36:4)_lp_d,-0.27585134,0.06453027,1.0,male,1.190236517764953
hexcer(d42:1-oh)>hexcer(d18:1/24:0-oh)_feature1,hexcer(d18:1/24:0-oh),0.28132832,0.06605801,1.0,male,1.18007451358491
methylimidazoleacetate,methylimidazoleacetic acid,0.52517986,0.0663812,1.0,male,1.1779549009381454
NA,car(10:0),-0.23483914,0.06639744,1.0,male,1.1778486648384041
tg(55:4)>tg(18:1_18:2_19:1)_and_tg(18:2_18:2_19:0)_and_tg(18:1_18:1_19:2)_m+nh3_feature2,tg(55:4)_lp_b,-1.1853156,0.06648923,1.0,male,1.1772486965069853
NA,tyrosine,0.17281502,0.06669319,1.0,male,1.1759185093580116
hypotaurine,hypotaurine,-0.42442164,0.06706772,1.0,male,1.1734864574620856
NA,fumaric acid,-0.60788757,0.06706813,1.0,female,1.1734838025307217
pc(o-42:6)_feature4,pc(o-42:6)_lp_d,-0.30104825,0.06742584,1.0,male,1.1711736343434822
sm(d34:1-oh)_feature1,sm(d34:1-oh),-0.34727797,0.06777311,1.0,female,1.1689425848211148
lpe(o-15:0)_feature1,lpe(o-15:0),0.18420108,0.06777716,1.0,female,1.168916632934007
pe(o-36:3)>pe(o-18:1/18:2)_feature6,pe(o-18:1/18:2)_lp_f,0.42130333,0.06806228,1.0,male,1.167093506682562
pi(38:3)>pi(18:0_20:3)_feature2,pi(18:0_20:3)_lp_b,0.35045874,0.06823535,1.0,female,1.1659905764792962
sm(d42:3)_m+h2co2_feature1,sm(d42:3)_ln_a,-0.17378297,0.06832103,1.0,female,1.165445594895977
pc(36:3)>pc(16:0_20:3)_m+h2co2_feature5,pc(16:0_20:3)_ln_e,0.23843303,0.06840019,1.0,female,1.1649426919079984
lpc(0:0/18:0)_feature1,lpc(0:0/18:0)_lp_a,0.36858046,0.069021955,1.0,male,1.1610127437740643
octadecanamine_feature1,octadecylamine,0.4496073,0.069746815,1.0,female,1.1564756197318853
c16:1 lpc plasmalogen,lpc(p-16:0)/lpc(o-16:1),-0.3329789,0.06978812,1.0,male,1.1562185008376245
NA,pc(32:2),0.24197036,0.069815814,1.0,female,1.1560461940666762
pc(o-38:5)_feature2,pc(o-38:5)_lp_b,-0.47136468,0.06983276,1.0,female,1.1559407930000465
pc(34:1)>pc(16:0_18:1)_m+h2co2_feature2,pc(16:0_18:1)_ln_b,0.1705681,0.069865555,1.0,female,1.155736886635168
NA,car(10:0),-0.22050406,0.070323825,1.0,female,1.1528975154767227
NA,car(20:4),-0.7482786,0.07067451,1.0,female,1.150737193875356
oleamide_feature1,oleamide_lp_a,0.70171666,0.07091192,1.0,female,1.1492807555771392
pc(37:3)_feature1,pc(37:3)_lp_a,0.28204748,0.07126302,1.0,male,1.1471357769675465
fa(17:0),margaric acid,2.341533,0.07134177,1.0,female,1.14665611995285
tg(58:5)_m+nh3_feature4,tg(58:5)_lp_d,-0.33600736,0.07137662,1.0,female,1.1464440216662148
tg(56:2)_m+nh3_feature2,tg(56:2)_lp_b,0.5988069,0.07162635,1.0,female,1.1449271794465385
oxaloacetate,oxaloacetic acid,0.51201504,0.07165236,1.0,male,1.144769500757243
lpc(0:0/18:0)_feature1,lpc(0:0/18:0)_lp_a,-0.39273146,0.07175533,1.0,female,1.1441458339164103
pe(o-42:5)>pe(o-20:1/22:4)_feature1,pe(o-20:1/22:4)_ln_a,-0.19954045,0.07200334,1.0,female,1.1426473575975364
maleate,maleic acid,-0.3239224,0.07319635,1.0,male,1.1355105748757797
c36:4 pe,pe(36:4),-0.2691005,0.073266834,1.0,male,1.1350925747505667
sm(d40:1),sm(d40:1),0.45132488,0.07356222,1.0,male,1.133345172865151
ce(18:1)_m+nh3_feature1,ce(18:1),0.26171255,0.07430013,1.0,male,1.129010426370875
sm(d35:2)_feature1,sm(d35:2),-0.35323223,0.07433757,1.0,female,1.1287916395389157
tg(56:7)_m+nh3_feature2,tg(56:7)_lp_b,-0.5352834,0.07630414,1.0,male,1.1174518980821035
homocysteine,homocysteine,-0.3999866,0.076304235,1.0,female,1.117451357378151
tg(58:7)>tg(18:0_18:1_22:6)_m+nh3_feature3,tg(58:7)_lp_c,-0.6070709,0.07745346,1.0,male,1.110959176673742
pe(o-40:4)_feature3,pe(o-40:4)_lp_c,-0.36667186,0.07774663,1.0,female,1.1093184267914595
lpc(0:0/20:4)_feature1,lpc(0:0/20:4)_lp_a,1.9647784,0.07788595,1.0,female,1.1085408784994368
fa(16:0-oh),hydroxyhexadecanoic acid,-0.3774866,0.07824262,1.0,male,1.1065566153716364
tg(58:7)>tg(18:0_18:1_22:6)_m+nh3_feature5,tg(58:7)_lp_e,-0.3268889,0.07860749,1.0,male,1.1045360708729044
"gtinternalstandard_pc(18:1(d7))>pc(18:1(9z,d7)/0:0)_ and_pc(0:0/18:1(9z,d7))_[istd] m+ h2co2","gtinternalstandard_pc(18:1(d7))>pc(18:1(9z,d7)/0:0)_ and_pc(0:0/18:1(9z,d7))_[istd] m+ h2co2",0.21640316,0.07891419,1.0,female,1.102844896859074
cer(d43:1)>cer(d18:1/25:0)_feature1,cer(d18:1/25:0)_lp_a,0.30865526,0.08040346,1.0,female,1.0947252618662877
5-methylcytidine,5-methylcytidine,-0.13599974,0.08045882,1.0,male,1.094426341032052
pc(o-40:6)_feature1,pc(o-40:6)_lp_a,-0.28076765,0.080639094,1.0,male,1.0934543602761662
NA,fumaric acid,-0.55633813,0.08094256,1.0,male,1.0918230641365458
